esconder	🙈 hide	释义：隐藏（动词）<br>核心：让别人看不到。<br>例：esconder un secreto = 隐藏秘密。<br>词源：来自拉丁 abscondere。<br>记忆：🙈 藏起来。
trasladar	🚚 transfer / move	释义：移动；转移；调动（动词）<br>核心：从一个地方移动到另一个地方。<br>例：* trasladar una oficina = 搬办公室<br>词源：拉丁 translatus（搬过去）。<br>记忆：🚚 转移。
cometer	⚠️ commit	释义：犯（错误、罪行）（动词）<br>核心：与负面行为搭配。<br>例：* cometer un error = 犯错误<br>词源：拉丁 committere（做、交付）。<br>记忆：⚠️ 做出某事。
cadena	⛓️ chain	释义：链条；连锁；系列（阴性名词）<br>核心：一个接一个连接。<br>例：* cadena de tiendas = 连锁店<br>词源：拉丁 catena。<br>记忆：⛓️ 连接。
dedo	☝️ finger / toe	释义：手指；脚趾（阳性名词）<br>核心：手脚末端的小指状部分。<br>例：dedo pulgar = 拇指。<br>词源：拉丁 digitus。<br>记忆：☝️ 手指。
torno	⚙️ lathe / turn	释义：车床；旋转装置；回转（阳性名词）<br>核心：机械加工工具，也指旋转。<br>例：trabajar con un torno = 用车床工作。<br>词源：拉丁 tornus。<br>记忆：⚙️ 旋转加工。
rasgo	👤 trait / feature	释义：特点；特征；一笔（阳性名词）<br>核心：某人的特点或明显部分。<br>例：rasgos de personalidad = 性格特点。<br>词源：来自 rasgar（划、画）。<br>记忆：👤 特征。
remedio	🩹 remedy / solution	释义：办法；药物；补救措施（阳性名词）<br>核心：解决问题的方法。<br>例：no hay remedio = 没办法。<br>词源：拉丁 remedium。<br>记忆：🩹 解决办法。
comportamiento	👤 behavior	释义：行为；举止（阳性名词）<br>核心：人的表现方式。<br>例：buen comportamiento = 良好行为。<br>词源：comportarse（表现）+ -miento。<br>记忆：👤 怎么表现。
atrever	💪 dare	释义：敢于（动词，常用 atreverse a）<br>核心：有勇气做某事。<br>例：atreverse a decir la verdad = 敢说真话。<br>词源：来自拉丁语相关词。<br>记忆：💪 敢做。
época	📅 era / period	释义：时期；时代（阴性名词）<br>核心：一段历史或人生阶段。<br>例：en aquella época = 在那个时期。<br>词源：来自希腊语 epokhḗ（停留、阶段）。<br>记忆：📅 某个时代。
ceder	🤲 yield / give up	释义：让出；放弃；屈服（动词）<br>核心：把权利、空间或优势让给别人。<br>例：* ceder el paso = 让路<br>词源：拉丁 cedere（走开、让出）。<br>记忆：🤲 让出去。
cobrar	💰 charge / collect / recover	释义：收钱；获得；恢复（动词）<br>核心：收取费用，也可表示恢复某种状态。<br>例：* cobrar un sueldo = 领取工资<br>词源：来自拉丁 recuperare（收回）。<br>记忆：💰 把钱收回来。
plazo	⏳ deadline / term	释义：期限；时间段（阳性名词）<br>核心：规定完成事情的时间。<br>例：* plazo de entrega = 交付期限<br>词源：来自拉丁 placitum（约定）。<br>记忆：⏳ 时间限制。
invierno	❄️ winter	释义：冬天（阳性名词）<br>核心：四季之一。<br>例：en invierno hace frío = 冬天很冷。<br>词源：来自拉丁 hibernum。<br>记忆：❄️ 寒冷季节。
molestar	😣 bother / annoy	释义：打扰；使烦恼（动词）<br>核心：造成不便或不舒服。<br>例：¿Te molesto? = 我打扰你了吗？<br>词源：来自拉丁 molestus（麻烦的）。<br>记忆：😣 让人不舒服。
salvo	🛡️ except / safe	释义：除了；安全的（形容词/介词）<br>核心：* salvo Juan = 除了胡安<br>词源：拉丁 salvus（安全）。<br>记忆：🛡️ 被保护。
regresar	🔙 return	释义：返回（动词）<br>核心：回到原来的地方。<br>例：regresar a casa = 回家。<br>词源：re-（再次）+ gradior（走）。<br>记忆：🔙 回去。
ausencia	🚫 absence	释义：缺席；缺乏（阴性名词）<br>核心：某人不在，或某物不存在。<br>例：* ausencia de pruebas = 缺少证据<br>词源：拉丁 absentia。<br>记忆：🚫 不在那里。
sombra	🌑 shadow	释义：影子；阴影（阴性名词）<br>核心：遮挡光线形成的暗处。<br>例：sentarse a la sombra = 坐在阴凉处。<br>词源：拉丁 umbra。<br>记忆：🌑 没有光。
éxito	🏆 success	释义：成功（阳性名词）<br>核心：达到目标的结果。<br>例：tener éxito = 成功。<br>词源：拉丁 exitus（出口、结果）。<br>记忆：🏆 好结果。
arreglar	🔧 fix / arrange	释义：修理；整理；解决（动词）<br>核心：让事情恢复正常。<br>例：* arreglar un coche = 修车<br>词源：a- + regla（规则）。<br>记忆：🔧 修好。
ciego	👁️ blind	释义：瞎的；盲人（形容词/名词）<br>核心：失去视觉。<br>例：un hombre ciego = 盲人。<br>词源：来自拉丁 caecus。<br>记忆：👁️ 看不见。
facilitar	✅ facilitate / provide	释义：使容易；提供（动词）<br>核心：降低难度或提供帮助。<br>例：* facilitar información = 提供信息<br>词源：fácil（容易）+ -itar。<br>记忆：✅ 让事情更容易。
puente	🌉 bridge	释义：桥；桥梁；长周末（阳性名词）<br>核心：* 实体桥<br>例：hacer puente = 连休。<br>词源：拉丁 pons。<br>记忆：🌉 连接两边。
procurar	🎯 try / seek / provide	释义：努力；设法；提供（动词）<br>核心：尝试实现某目标。<br>例：procurar evitar errores = 努力避免错误。<br>词源：拉丁 procurare（管理、照顾）。<br>记忆：🎯 努力做到。
capaz	💪 capable / able	释义：有能力的；能够的（形容词）<br>核心：具备能力。<br>例：* ser capaz de hacer algo = 能做某事<br>词源：拉丁 capax（能容纳的）。<br>记忆：💪 有能力。
rodear	🔄 surround	释义：围绕；包围（动词）<br>核心：在周围形成圈。<br>例：rodear una ciudad = 包围城市。<br>词源：rueda（轮子）相关。<br>记忆：🔄 围一圈。
hallar	🔍 find	释义：找到；发现（动词）<br>核心：比 encontrar 更正式。<br>例：hallar una solución = 找到解决方案。<br>词源：来自拉丁 afflare（发现）。<br>记忆：🔍 找到。
pegar	📌 stick / hit	释义：粘；贴；打（动词）<br>核心：* 粘东西<br>例：* pegar un golpe = 打一拳<br>词源：拉丁 picare。<br>记忆：📌 贴上去。
lamentar	😔 regret / lament	释义：遗憾；哀悼（动词）<br>核心：对坏结果感到难过。<br>例：Lamento lo ocurrido. = 我对此感到遗憾。<br>词源：拉丁 lamentari。<br>记忆：😔 后悔难过。
rendir	📈 yield / surrender	释义：产生；屈服；交出（动词）<br>核心：多义高频词。<br>例：* rendir frutos = 产生效果<br>词源：来自拉丁 reddere（归还）。<br>记忆：📈 产生结果。
meter	📦 put / insert	释义：放入；进入；使进入（动词）<br>核心：放进去。<br>例：* meter la llave = 插钥匙<br>词源：拉丁 mittere（送、放）。<br>记忆：📦 放进去。
rueda	🚗 wheel	释义：轮子；车轮（阴性名词）<br>核心：圆形旋转物。<br>例：rueda del coche = 汽车轮胎。<br>词源：拉丁 rota。<br>记忆：🚗 转动。
régimen	📋 regime / diet	释义：制度；政体；饮食计划（阳性名词）<br>核心：* 政治制度<br>例：* régimen político = 政治制度<br>词源：拉丁 regimen（管理）。<br>记忆：📋 规则体系。
techo	🏠 roof / ceiling	释义：屋顶；天花板（阳性名词）<br>核心：房子的顶部。<br>例：el techo de la casa = 房顶。<br>词源：来自拉丁 tectum（覆盖物）。<br>记忆：🏠 上面的盖子。
exigir	📢 demand / require	释义：要求；需要（动词）<br>核心：强烈要求，或某事需要某条件。<br>例：* exigir respeto = 要求尊重<br>词源：来自拉丁 exigere（驱赶出来、要求）。<br>记忆：📢 强烈要求。
equivocarse	❌ make a mistake / be wrong	释义：弄错；犯错（动词）<br>核心：判断错误。<br>例：Me he equivocado de camino. = 我走错路了。<br>词源：来自拉丁 aequivocus（同名、混淆）。<br>记忆：❌ 搞错。
padecer	😣 suffer / suffer from	释义：遭受；患（病）（动词）<br>核心：经历痛苦、不好的状态。<br>例：* padecer una enfermedad = 患病<br>词源：来自拉丁 pati（受苦）。<br>记忆：😣 承受痛苦。
riqueza	💎 wealth / richness	释义：财富；丰富（阴性名词）<br>核心：* 金钱财富<br>例：* riqueza cultural = 文化丰富性<br>词源：rico（富有）+ -eza。<br>记忆：💎 富足。
alma	❤️ soul	释义：灵魂；内心（阴性名词）<br>核心：人的精神部分。<br>例：con toda el alma = 全心全意。<br>词源：拉丁 anima（生命、灵魂）。<br>记忆：❤️ 内在的自己。
inquietud	😟 concern / restlessness	释义：不安；忧虑；兴趣（阴性名词）<br>核心：心里不平静。<br>例：* sentir inquietud = 感到不安<br>词源：in-（不）+ quietus（安静）。<br>记忆：😟 心无法安静。
espalda	🧍 back	释义：背；后面（阴性名词）<br>核心：身体背部。<br>例：dolor de espalda = 背痛。<br>词源：可能来自拉丁 spatula（肩胛）。<br>记忆：🧍 身后。
fingir	🎭 pretend / fake	释义：假装（动词）<br>核心：表现出并不存在的状态。<br>例：fingir estar enfermo = 假装生病。<br>词源：拉丁 fingere（塑造、创造）。<br>记忆：🎭 演出来。
lento	🐢 slow	释义：慢的（形容词）<br>核心：速度低。<br>例：un coche lento = 慢车。<br>词源：拉丁 lentus（缓慢）。<br>记忆：🐢 慢。
escala	📊 scale / stopover	释义：规模；等级；楼梯；停留（阴性名词）<br>核心：多义词。<br>例：* escala de precios = 价格等级<br>词源：拉丁 scala（梯子）。<br>记忆：📊 一层一层。
pertenecer	👥 belong	释义：属于（动词）<br>核心：表示归属关系。<br>例：pertenecer a un grupo = 属于一个群体。<br>词源：per- + tener（拥有）。<br>记忆：👥 是其中一部分。
recurrir	🆘 resort to / appeal	释义：求助；诉诸；再次发生（动词）<br>核心：* 寻求帮助<br>例：recurrir a un médico = 求助医生。<br>词源：拉丁 recurrere（跑回来）。<br>记忆：🆘 找办法。
rato	⏱️ while / moment	释义：一会儿；一段时间（阳性名词）<br>核心：不确定的短时间。<br>例：esperar un rato = 等一会儿。<br>词源：拉丁 raptus（短暂时间）。<br>记忆：⏱️ 一小段时间。
acerca	📌 about / near	释义：关于；接近（副词/介词）<br>核心：* acerca de = 关于<br>例：hablar acerca del problema = 谈论问题。<br>词源：a + cerca（近）。<br>记忆：📌 靠近主题。
digno	👑 worthy / dignified	释义：值得的；有尊严的（形容词）<br>核心：配得上某种评价。<br>例：* digno de respeto = 值得尊重<br>词源：拉丁 dignus。<br>记忆：👑 有价值。
percibir	👁️ perceive / receive	释义：感知；察觉；收到（动词）<br>核心：用感官或思想发现。<br>例：* percibir un olor = 闻到气味<br>词源：拉丁 percipere（获得、理解）。<br>记忆：👁️ 感受到。
ingreso	💰 income / admission	释义：收入；进入；入院（阳性名词）<br>核心：* 钱收入<br>例：* ingresos mensuales = 月收入<br>词源：拉丁 ingressus。<br>记忆：💰 进入的钱。
gozar	😊 enjoy	释义：享受；拥有（动词）<br>核心：获得快乐或享有权利。<br>例：* gozar de buena salud = 拥有健康<br>词源：来自拉丁 gaudere（欢乐）。<br>记忆：😊 享受。
placer	😄 pleasure	释义：快乐；乐趣（阳性名词）<br>核心：愉快感受。<br>例：Es un placer conocerte. = 很高兴认识你。<br>词源：拉丁 placere（使喜欢）。<br>记忆：😄 开心。
dominio	👑 domain / control	释义：控制；领域；域名（阳性名词）<br>核心：* 掌控<br>例：dominio del idioma = 语言掌握。<br>词源：拉丁 dominium（所有权）。<br>记忆：👑 掌控范围。
conforme	✅ according to / satisfied	释义：符合的；按照（形容词/介词）<br>核心：与规则或标准一致。<br>例：estar conforme con algo = 同意某事。<br>词源：con- + forma（形式）。<br>记忆：✅ 符合。
obstante	🔄 nevertheless / however	释义：然而；尽管如此（常见于 no obstante）<br>核心：转折表达。<br>例：No obstante, continuó. = 然而，他继续了。<br>词源：来自 obstar（阻碍）。<br>记忆：🔄 转折。
desprender	🍃 detach / release	释义：脱落；释放；产生（动词）<br>核心：* 从某物分离<br>例：* desprender un olor = 散发气味<br>词源：des-（分离）+ prender（抓住）。<br>记忆：🍃 脱离。
voluntad	💪 will / willpower	释义：意志；愿望（阴性名词）<br>核心：内心决定做某事的力量。<br>例：fuerza de voluntad = 意志力。<br>词源：拉丁 voluntas。<br>记忆：💪 想做并坚持。
amistad	🤝 friendship	释义：友谊；友情（阴性名词）<br>核心：人与人之间的友好关系。<br>例：una amistad verdadera = 真正的友谊。<br>词源：amigo（朋友）相关，来自拉丁 amicus。<br>记忆：🤝 朋友关系。
prometer	🤞 promise	释义：承诺；答应（动词）<br>核心：表示未来会做某事。<br>例：prometer ayudar = 承诺帮助。<br>词源：拉丁 promittere（向前送出、保证）。<br>记忆：🤞 许诺。
constar	📄 be recorded / be known	释义：存在；证明；记载（动词）<br>核心：正式表达“有记录、显示”。<br>例：* constar en un documento = 记录在文件中<br>词源：con- + stare（站立）。<br>记忆：📄 写在记录里。
ancho	↔️ wide / broad	释义：宽的；宽广的（形容词）<br>核心：横向距离大。<br>例：una calle ancha = 宽街。<br>词源：拉丁 amplus（大的）。<br>记忆：↔️ 宽。
empujar	✋ push	释义：推动；推（动词）<br>核心：用力使物体移动。<br>例：empujar una puerta = 推门。<br>词源：可能来自拉丁语相关词。<br>记忆：✋ 向前用力。
impedir	🚧 prevent / stop	释义：阻止；妨碍（动词）<br>核心：让某事无法发生。<br>例：impedir un accidente = 防止事故。<br>词源：拉丁 impedire（阻挡脚）。<br>记忆：🚧 挡住。
agregar	➕ add / add up	释义：添加；加入（动词）<br>核心：加入额外部分。<br>例：agregar información = 添加信息。<br>词源：拉丁 aggregare（聚集）。<br>记忆：➕ 加进去。
agradable	😊 pleasant / nice	释义：令人愉快的；舒服的（形容词）<br>核心：给人好感。<br>例：una persona agradable = 令人喜欢的人。<br>词源：agradar（使喜欢）+ -able。<br>记忆：😊 舒服。
estrecho	↔️ narrow / close	释义：窄的；紧密的（形容词）<br>核心：* 空间窄<br>例：* una calle estrecha = 窄街<br>词源：拉丁 strictus（紧的）。<br>记忆：↔️ 挤在一起。
aportar	📦 contribute / provide	释义：贡献；提供（动词）<br>核心：给出有价值的东西。<br>例：aportar ideas = 提供想法。<br>词源：a- + portar（带来）。<br>记忆：📦 带来东西。
agotar	🔋 exhaust / run out	释义：耗尽；用完（动词）<br>核心：资源完全消失。<br>例：* agotar las reservas = 用尽储备<br>词源：来自拉丁 exhaurire。<br>记忆：🔋 没电了。
dispuesto	✅ willing / ready	释义：准备好的；愿意的（形容词）<br>核心：有意愿做某事。<br>例：estar dispuesto a ayudar = 愿意帮忙。<br>词源：disponer（安排）。<br>记忆：✅ 准备好了。
aguantar	💪 endure / stand / tolerate	释义：忍受；坚持；支撑（动词）<br>核心：承受困难。<br>例：* aguantar el dolor = 忍受疼痛<br>词源：来自古西班牙语。<br>记忆：💪 扛住。
ubicar	📍 locate / place	释义：定位；放置；位于（动词）<br>核心：确定位置。<br>例：* ubicar una casa = 找到房子位置<br>词源：来自拉丁 ubi（哪里）。<br>记忆：📍 找位置。
sueldo	💰 salary	释义：工资（阳性名词）<br>核心：固定收入。<br>例：cobrar el sueldo = 领工资。<br>词源：来自拉丁 solidus（一种金币）。<br>记忆：💰 月收入。
suelto	🔓 loose / change	释义：松的；散开的；零钱（形容词）<br>核心：* 不固定<br>例：* pelo suelto = 散着的头发<br>词源：soltar（释放）。<br>记忆：🔓 没绑住。
grabar	🎥 record / engrave	释义：录制；刻；记录（动词）<br>核心：保存声音、图像或信息。<br>例：grabar un vídeo = 录视频。<br>词源：来自法语 graver（刻）。<br>记忆：🎥 记录下来。
puesto	📍 position / post	释义：位置；岗位；放置的（阳性名词/形容词）<br>核心：* 工作岗位<br>例：* puesto de trabajo = 工作岗位<br>词源：poner（放）的过去分词。<br>记忆：📍 放在那里。
sustituir	🔄 replace / substitute	释义：替代（动词）<br>核心：用新的代替旧的。<br>例：sustituir una pieza = 更换零件。<br>词源：拉丁 substituere。<br>记忆：🔄 换掉。
desempeñar	👔 perform / hold a position	释义：履行；担任（动词）<br>核心：执行职责。<br>例：* desempeñar un cargo = 担任职位<br>词源：des- + empeño（任务）。<br>记忆：👔 做好职责。
orilla	🌊 shore / edge	释义：边缘；岸边（阴性名词）<br>核心：* 河岸<br>例：a la orilla del mar = 海边。<br>词源：来自拉丁 ora（边缘）。<br>记忆：🌊 边上。
criar	🌱 raise / breed	释义：养育；饲养；培养（动词）<br>核心：* 养孩子<br>例：* criar hijos = 抚养孩子<br>词源：拉丁 creare（创造）。<br>记忆：🌱 培养成长。
abarcar	🤲 include / cover	释义：包含；覆盖；涉及（动词）<br>核心：范围包括。<br>例：El curso abarca muchos temas. = 课程包含很多主题。<br>词源：可能来自 a- + barco（双手环抱）。<br>记忆：🤲 把范围包住。
alegría	😄 joy / happiness	释义：快乐；喜悦（阴性名词）<br>核心：积极情绪。<br>例：lleno de alegría = 充满快乐。<br>词源：拉丁 alacer（活泼）。<br>记忆：😄 开心。
orgullo	🦁 pride	释义：骄傲；自豪（阳性名词）<br>核心：* 正面的自豪<br>例：sentir orgullo = 感到自豪。<br>词源：来自日耳曼语。<br>记忆：🦁 自豪感。
carecer	🚫 lack / be without	释义：缺少；没有（动词）<br>核心：正式表达“不具备某物”。<br>例：carecer de experiencia = 缺乏经验。<br>词源：来自拉丁 carere（缺少）。<br>记忆：🚫 没有。
agradecer	🙏 thank / appreciate	释义：感谢（动词）<br>核心：表达感激。<br>例：agradecer la ayuda = 感谢帮助。<br>词源：a- + grado（满意、喜悦）。<br>记忆：🙏 表达感谢。
arrojar	🏹 throw / produce	释义：扔；投掷；产生（动词）<br>核心：* 扔出去<br>例：* arrojar una piedra = 扔石头<br>词源：来自拉丁 rotulare（滚动）。<br>记忆：🏹 投出去。
empeñar	🔒 pawn / strive	释义：抵押；使尽力；承诺（动词）<br>核心：* 抵押物品换钱<br>例：* empeñar un reloj = 抵押手表<br>词源：来自拉丁 pignus（抵押品）。<br>记忆：🔒 押上。
otorgar	🏅 grant / award	释义：授予；给予（动词）<br>核心：正式给予权利、许可。<br>例：otorgar un premio = 授予奖项。<br>词源：来自拉丁 auctoricare。<br>记忆：🏅 授予。
polvo	🌫️ dust / powder	释义：灰尘；粉末（阳性名词）<br>核心：细小颗粒。<br>例：limpiar el polvo = 擦灰尘。<br>词源：拉丁 pulvis。<br>记忆：🌫️ 小颗粒。
enterar	💡 find out / inform	释义：得知；通知（动词，常用 enterarse de）<br>核心：获得信息。<br>例：Me enteré de la noticia. = 我得知了消息。<br>词源：entero（完整）相关，原意“使完整知道”。<br>记忆：💡 知道事情。
denominar	🏷️ name / call	释义：命名；称为（动词）<br>核心：给某事物取名称。<br>例：se denomina así = 被称为这样。<br>词源：de- + nomen（名字）。<br>记忆：🏷️ 贴名字。
proporcionar	📦 provide / supply	释义：提供；给予（动词）<br>核心：正式表达提供资源、帮助。<br>例：proporcionar información = 提供信息。<br>词源：拉丁 proportio（比例、适合）。<br>记忆：📦 提供。
apagar	💡 turn off / extinguish	释义：关闭；熄灭（动词）<br>核心：* 关灯<br>例：* apagar la luz = 关灯<br>词源：来自拉丁 pacare（使平静）。<br>记忆：💡 让光消失。
tapar	🛑 cover / block	释义：盖住；堵住（动词）<br>核心：覆盖开口。<br>例：tapar una botella = 盖瓶子。<br>词源：来自拉丁语相关词。<br>记忆：🛑 盖上。
borrar	🧽 erase / delete	释义：擦除；删除（动词）<br>核心：消除文字、痕迹。<br>例：* borrar un archivo = 删除文件<br>词源：来自 borra（羊毛废料，用于擦除）。<br>记忆：🧽 消掉。
andar	🚶 walk / work	释义：走；行走；运转（动词）<br>核心：日常“走路”。<br>例：* andar por la calle = 在街上走<br>词源：来自拉丁 ambulare。<br>记忆：🚶 走。
acabar	🏁 finish / end	释义：结束；完成；用完（动词）<br>核心：* 结束事情<br>例：Acabo de llegar. = 我刚到。<br>词源：a- + cabo（末端）。<br>记忆：🏁 到尽头。
hacia	➡️ toward / around	释义：向；朝；大约（介词）<br>核心：表示方向或时间接近。<br>例：* hacia Madrid = 朝马德里<br>词源：来自拉丁 facia（方向）。<br>记忆：➡️ 朝向。
averiguar	🔍 find out / investigate	释义：查明；弄清（动词）<br>核心：通过调查获得答案。<br>例：averiguar la verdad = 查明真相。<br>词源：来自拉丁 verificare（验证）。<br>记忆：🔍 查出来。
extrañar	😢 miss / find strange	释义：想念；感到奇怪（动词）<br>核心：* 想念某人<br>例：* Te extraño.（拉美）= 我想你。<br>词源：extraño（陌生的）。<br>记忆：😢 想念。
asustar	😱 scare / frighten	释义：吓；使害怕（动词）<br>核心：引起恐惧。<br>例：Me asustaste. = 你吓到我了。<br>词源：来自拉丁 exterritare。<br>记忆：😱 吓一跳。
remontar	📈 recover / come back	释义：追上；回升；逆流而上（动词）<br>核心：* 恢复优势<br>例：* remontar el marcador = 逆转比分<br>词源：re- + montar（上升）。<br>记忆：📈 往上追回。
pelear	⚔️ fight	释义：打架；争吵；竞争（动词）<br>核心：发生冲突。<br>例：* pelear con alguien = 和某人争吵<br>词源：来自 pelo（头发），可能与古代抓头发打架有关。<br>记忆：⚔️ 冲突。
