谷物；麦片	cereales	🌾 谷物；麦片｜例句：cereales con leche 牛奶麦片｜词源：拉丁 Ceres（谷物女神）｜记忆：谷物
食谱；处方	receta	📖 食谱；处方｜例句：receta de cocina 菜谱｜词源：拉丁 recipere（接收）｜记忆：做菜或治病的方法
肉片；牛排；鱼片	filete	🥩 肉片；牛排；鱼片｜例句：filete de ternera 小牛排｜词源：法语 filet｜记忆：切好的肉片
开胃小吃；餐前酒	aperitivo	🍷 开胃小吃；餐前酒｜例句：tomar un aperitivo 吃点开胃小食｜词源：拉丁 aperire（打开胃口）｜记忆：开饭前的小东西
餐巾纸；餐巾	servilleta	🍽️ 餐巾纸；餐巾｜例句：una servilleta de papel 纸巾｜词源：来自 siervo（仆人）｜记忆：餐桌擦拭用品
学校	colegio	🏫 学校｜例句：ir al colegio 上学｜词源：拉丁 collegium（团体）｜记忆：学习场所
学校注册；学籍登记	matrícula escolar	📝 学校注册；学籍登记｜例句：hacer la matrícula 办理入学注册｜词源：拉丁 matricula（名册）｜记忆：登记入学
叶子；纸张；页	hoja	🍃 叶子；纸张；页｜例句：una hoja de papel 一张纸｜词源：拉丁 folia（叶子）｜记忆：叶子像纸张
领带	corbata	👔 领带｜例句：llevar corbata 打领带｜词源：法语 cravate（克罗地亚人）｜记忆：西装配件
退休的；退休人员	jubilado	🎉 退休的；退休人员｜例句：un hombre jubilado 退休男性｜词源：拉丁 iubilare（欢呼）｜记忆：退休后的生活
健身房；体育馆	gimnasio	💪 健身房；体育馆｜例句：ir al gimnasio 去健身房｜词源：希腊 gymnasion（锻炼场所）｜记忆：锻炼身体
国际象棋	ajedrez	♟️ 国际象棋｜例句：jugar al ajedrez 下国际象棋｜词源：阿拉伯 aš-šaṭranǧ｜记忆：棋盘游戏
命令；派遣；发送	mandar	📩 命令；派遣；发送｜例句：mandar un mensaje 发消息｜词源：拉丁 mandare（委托）｜记忆：发出指令
住宿；住所	alojamiento	🏨 住宿；住所｜例句：buscar alojamiento 找住宿｜词源：来自 alojar（安置）｜记忆：旅行住处
独栋别墅	chalé	🏡 独栋别墅｜例句：un chalé con jardín 带花园的别墅｜词源：法语 chalet｜记忆：郊区别墅
地面；地板；土壤	suelo	👣 地面；地板；土壤｜例句：el suelo de la casa 房子的地板｜词源：拉丁 solum（地面）｜记忆：脚踩的地方
带家具的	amueblado	🪑 带家具的｜例句：piso amueblado 带家具公寓｜词源：来自 mueble（家具）｜记忆：有家具
冰箱	nevera	❄️ 冰箱｜例句：abrir la nevera 打开冰箱｜词源：来自 nieve（雪）｜记忆：保持冷
洗衣机	lavadora	👕 洗衣机｜例句：poner la lavadora 开洗衣机｜词源：lavar+ -dora｜记忆：洗衣工具
洗碗机；洗碗池	lavaplatos	🍽️ 洗碗机；洗碗池｜例句：meter los platos en el lavaplatos｜词源：lavar+platos｜记忆：洗盘子的机器
微波炉	microondas	📡 微波炉｜例句：calentar en el microondas 用微波炉加热｜词源：micro+ondas（微波）｜记忆：微小电磁波
硬币；货币	moneda	🪙 硬币；货币｜例句：cambiar moneda 换钱｜词源：拉丁 moneta（铸币厂）｜记忆：钱币
收银员；提款机	cajero	💳 收银员；提款机｜例句：sacar dinero del cajero 从ATM取钱｜词源：caja+ -ero｜记忆：处理现金
警察局	comisaría	👮 警察局｜例句：ir a la comisaría 去警察局｜词源：来自 comisario（警官）｜记忆：警察办事地点
文具店；纸品店	papelería	✏️ 文具店；纸品店｜例句：comprar en la papelería 在文具店买东西｜词源：papel+ -ería｜记忆：纸和文具
理发店	peluquería	💇 理发店｜例句：ir a la peluquería 去理发店｜词源：pelo+ -ería｜记忆：剪头发的地方
水果店	frutería	🍎 水果店｜词源：fruta+ -ería｜记忆：买水果
肉店	carnicería	🥩 肉店｜词源：carne+ -ería｜记忆：肉铺
面包店	panadería	🍞 面包店｜词源：pan+ -ería｜记忆：面包店
支撑固定	sujetador	支撑固定｜胸罩｜词源：sujetar（固定）｜记忆：支撑固定
女内裤	bragas	👙 女内裤｜词源：拉丁 bracae（裤子）｜记忆：内衣
男士内裤	calzoncillos	男士内裤｜词源：calzón（短裤）｜记忆：男士内裤
袜子	calcetines	🧦 袜子｜词源：calza（袜类）｜记忆：脚部衣物
泳衣；泳裤	bañador	🏊 泳衣；泳裤｜词源：bañar+ -dor｜记忆：游泳装备
试衣间；测试者	probador	👕 试衣间；测试者｜词源：probar（试）｜记忆：试衣服
小费	propina	💰 小费｜例句：dejar propina 留小费｜词源：希腊 propínein（赠送）｜记忆：额外奖励
增值税	IVA	🧾 增值税｜词源：Impuesto sobre el Valor Añadido 缩写｜记忆：消费税
咳嗽	tos	😷 咳嗽｜例句：tener tos 咳嗽｜词源：拉丁拟声词｜记忆：咳嗽声
刷子；牙刷	cepillo	🪥 刷子；牙刷｜例句：cepillo de dientes 牙刷｜词源：cepa（柄）相关｜记忆：刷东西
除臭剂	desodorante	🌿 除臭剂｜词源：des-（去除）+olor（气味）｜记忆：去掉臭味
骑自行车的人	ciclista	🚴 骑自行车的人｜词源：ciclo（车轮）+ -ista｜记忆：骑车的人
空姐；女乘务员	azafata	✈️ 空姐；女乘务员｜词源：阿拉伯 as-safṭa（托盘）｜记忆：飞机服务人员
计算机的；IT人员	informático	💻 计算机的；IT人员｜例句：ingeniero informático 计算机工程师｜词源：informática（信息技术）｜记忆：信息技术
便携的；笔记本电脑	portátil	🎒 便携的；笔记本电脑｜例句：ordenador portátil 笔记本电脑｜词源：拉丁 portare（携带）｜记忆：可以带走
脖子；衣领；颈部	cuello	🧣 脖子；衣领；颈部｜例句：dolor de cuello 脖子疼｜词源：拉丁 collum（颈部）｜记忆：脖子和衣领
胸部；胸口	pecho	❤️ 胸部；胸口｜例句：dolor en el pecho 胸痛｜词源：拉丁 pectus（胸膛）｜记忆：心脏所在的位置
脚踝	tobillo	🦶 脚踝｜例句：torcerse el tobillo 扭伤脚踝｜词源：拉丁 tubellus（小管状物）｜记忆：脚和腿连接处
目光；眼神；注视	mirada	👀 目光；眼神；注视｜例句：una mirada triste 悲伤的眼神｜词源：来自 mirar（看）｜记忆：眼睛传递的信息
内向的	introvertido	🌱 内向的｜例句：una persona introvertida 内向的人｜词源：intro+vertere（转向）｜记忆：能量向内
懒惰的；模糊的；游手好闲的人	vago	😴 懒惰的；模糊的；游手好闲的人｜例句：un estudiante vago 懒学生｜词源：拉丁 vagus（漫游的）｜记忆：不想行动
淘气的；调皮的	travieso	😈 淘气的；调皮的｜例句：un niño travieso 淘气的小孩｜词源：与 través（穿过）有关｜记忆：调皮捣蛋
傲慢的；自大的	arrogante	👑 傲慢的；自大的｜例句：un hombre arrogante 傲慢的人｜词源：拉丁 arrogare（擅自占有）｜记忆：过度自信
表现；举止	portarse	👤 表现；举止｜例句：portarse bien 表现好｜词源：来自 portar（承担）｜记忆：表现出来的行为
对待；处理；尝试	tratar	🤝 对待；处理；尝试｜例句：tratar bien a alguien 善待某人｜词源：拉丁 tractare（处理）｜记忆：怎么对待处理
男性；男子	varón	👨 男性；男子｜例句：sexo varón 男性｜词源：拉丁 varo（强壮男子）｜记忆：男性
雌性；女性	hembra	♀️ 雌性；女性｜例句：una hembra de león 一头母狮｜词源：拉丁 femina（女性）｜记忆：雌性
官僚制度；繁琐手续	burocracia	📄 官僚制度；繁琐手续｜例句：demasiada burocracia 太多繁琐手续｜词源：bureau+ kratos（权力）｜记忆：文件流程
耳环；待处理事项	pendientes	✨ 耳环；待处理事项｜例句：unos pendientes de oro 金耳环｜词源：来自 pender（悬挂）｜记忆：挂在耳朵上的东西
手链；手镯	pulsera	⌚ 手链；手镯｜例句：una pulsera de plata 银手链｜词源：来自 pulso（手腕）｜记忆：手腕上的饰品
拥抱彼此	abrazarse	🤗 拥抱彼此｜例句：se abrazaron al verse 见面时拥抱｜词源：来自 brazo（手臂）｜记忆：用手臂抱住
接吻	besarse	💋 接吻｜例句：besarse en la mejilla 亲吻脸颊｜词源：拉丁 basium（吻）｜记忆：亲吻
搭讪；泡妞；建立联系	ligar	💘 搭讪；泡妞；建立联系｜例句：ligar con alguien 和某人搭讪｜词源：拉丁 ligare（绑连接）｜记忆：建立连接
卡路里；热量	calorías	🔥 卡路里；热量｜例句：contar calorías 计算卡路里｜词源：拉丁 calor（热）｜记忆：热量单位
醉的；醉汉	borracho	🍷 醉的；醉汉｜例句：estar borracho 喝醉了｜词源：来自葡萄酒皮袋 bota 相关｜记忆：酒精影响状态
宿醉；余波	resaca	🌊 宿醉；余波｜例句：tener resaca 宿醉｜词源：海浪退去后的回流｜记忆：退潮后的余波
海鲜	marisco	🌊 海鲜｜例句：marisco fresco 新鲜海鲜｜词源：拉丁 mare（海）｜记忆：海里的食物
腌制肉肠；香肠类	embutido	🌭 腌制肉肠；香肠类｜例句：embutido español 西班牙腌肉制品｜词源：来自 embutir（填入）｜记忆：肉塞进肠衣
茄子	berenjena	🍆 茄子｜词源：阿拉伯 bāḏinǧāna｜记忆：紫色蔬菜
西葫芦	calabacín	🥒 西葫芦｜词源：来自 calabaza（南瓜）｜记忆：小南瓜
菠菜	espinacas	🥬 菠菜｜词源：阿拉伯 isfānāḫ｜记忆：绿叶菜
豌豆	guisantes	🟢 豌豆｜词源：拉丁相关植物名｜记忆：小绿豆
扁豆	lentejas	🫘 扁豆｜词源：拉丁 lens lentis｜记忆：豆类
豆子；菜豆	judías	🫘 豆子；菜豆｜例句：judías verdes 四季豆｜词源：与 judío 同形来源｜记忆：豆子
鹰嘴豆	garbanzos	🫘 鹰嘴豆｜词源：古西班牙语｜记忆：鹰嘴豆
蛋糕；海绵蛋糕	bizcocho	🍰 蛋糕；海绵蛋糕｜词源：拉丁 bis coctus（烤两次）｜记忆：松软蛋糕
玛德琳蛋糕；小蛋糕	magdalena	🧁 玛德琳蛋糕；小蛋糕｜词源：法语 madeleine｜记忆：早餐甜点
肋骨；排骨	costilla	🥩 肋骨；排骨｜例句：costillas de cerdo 猪排骨｜词源：来自 costado（侧面）｜记忆：排骨
肉排；猪排	chuleta	🥩 肉排；猪排｜词源：法语 chuleta｜记忆：带骨肉排
胸肉	pechuga	🍗 胸肉｜词源：来自 pecho（胸部）｜记忆：鸡胸肉
里脊肉	solomillo	🥩 里脊肉｜词源：solo+lomo（背部肉）｜记忆：嫩肉部位
外壳；果皮	cáscara	🥚 外壳；果皮｜例句：cáscara de huevo 蛋壳｜词源：拉丁相关词｜记忆：外面的壳
苦的	amargo	☕ 苦的｜例句：café amargo 苦咖啡｜词源：拉丁 amarus｜记忆：苦味
淡的；没味道的	soso	😐 淡的；没味道的｜例句：La sopa está sosa. 汤很淡｜词源：拉丁 salsus 演变｜记忆：没味道
煮；烹煮	cocer	🍲 煮；烹煮｜例句：cocer arroz 煮饭｜词源：拉丁 coquere（煮）｜记忆：水煮
烤；烧烤	asar	🔥 烤；烧烤｜例句：asar carne 烤肉｜词源：拉丁 assare｜记忆：烤制
油炸	freír	🍟 油炸｜例句：freír patatas 炸土豆｜词源：拉丁 frigere｜记忆：油炸
调味	condimentar	🧂 调味｜例句：condimentar la carne 给肉调味｜词源：拉丁 condimentum（调味品）｜记忆：加调料
调味；拌沙拉	aliñar	🥗 调味；拌沙拉｜例句：aliñar una ensalada 拌沙拉｜词源：拉丁 lineare 演变｜记忆：拌沙拉
烧伤；烧焦	quemarse	🔥 烧伤；烧焦｜例句：quemarse la mano 烫伤手｜词源：拉丁 cremare｜记忆：变热受伤
托儿所；幼儿园	guardería	👶 托儿所；幼儿园｜词源：guardar+ -ería｜记忆：看护孩子
奖学金	beca	🎓 奖学金｜例句：tener una beca 获得奖学金｜词源：拉丁 beccus 相关｜记忆：学费支持
赛跑；职业；大学专业	carrera	🏃 赛跑；职业；大学专业｜例句：estudiar una carrera 读大学专业｜词源：来自 carro（车）｜记忆：人生道路
纸张；页；文件页	folio	📄 纸张；页；文件页｜例句：un folio de papel 一张纸｜词源：拉丁 folium（叶子）｜记忆：像叶子一样的一页纸
工资；薪水	sueldo	💰 工资；薪水｜例句：cobrar el sueldo 领取工资｜词源：拉丁 solidus（古罗马金币）｜记忆：工作换来的钱
罢工；停止工作	huelga	✊ 罢工；停止工作｜例句：estar en huelga 罢工｜词源：来自 holgar（休息）｜记忆：停工抗议
家庭修理	bricolaje	🔨 DIY；家庭修理｜例句：hacer bricolaje 做DIY｜词源：法语 bricolage｜记忆：自己动手
座位；坐席	asiento	🪑 座位；坐席｜例句：tomar asiento 请坐｜词源：来自 sentar（拉丁 sedere）｜记忆：坐下的位置
队伍；排；行	fila	🚶 队伍；排；行｜例句：hacer fila 排队｜词源：日耳曼语 fila（线队列）｜记忆：一排人
裁判	árbitro	⚽ 裁判｜例句：el árbitro del partido 比赛裁判｜词源：拉丁 arbiter（仲裁者）｜记忆：判定比赛
失败者；输家	perdedor	❌ 失败者；输家｜例句：el equipo perdedor 输掉的队伍｜词源：perder+ -dor｜记忆：输掉的人
骰子	dado	🎲 骰子｜例句：tirar los dados 掷骰子｜词源：拉丁 datum（投出的东西）｜记忆：游戏骰子
棋子；卡片；资料表	ficha	🃏 棋子；卡片；资料表｜例句：ficha de estudiante 学生档案卡｜词源：法语 fiche｜记忆：小卡片或棋子
播音员；主持人	locutor	🎙️ 播音员；主持人｜例句：locutor de radio 电台播音员｜词源：拉丁 loqui（说话）｜记忆：负责说话的人
章节；一集	capítulo	📖 章节；一集｜例句：el primer capítulo 第一章｜词源：拉丁 capitulum（分段）｜记忆：一部分内容
密码；暗号	contraseña	🔑 密码；暗号｜例句：introducir la contraseña 输入密码｜词源：contra+seña（标记）｜记忆：进入系统的钥匙
搬家；搬迁	mudanza	📦 搬家；搬迁｜例句：hacer una mudanza 搬家｜词源：来自 mudar（改变）｜记忆：改变住所
擦洗；洗碗	fregar	🧽 擦洗；洗碗｜例句：fregar los platos 洗盘子｜词源：拉丁 fricare（摩擦）｜记忆：摩擦清洁
扫；清扫	barrer	🧹 扫；清扫｜例句：barrer el suelo 扫地｜词源：拉丁 verrere（扫）｜记忆：扫地
窗帘；幕布	cortina	🪟 窗帘；幕布｜例句：cerrar la cortina 拉窗帘｜词源：拉丁 cortina｜记忆：窗边布
镜子	espejo	🪞 镜子｜例句：mirarse en el espejo 照镜子｜词源：拉丁 speculum｜记忆：看见自己
冷冻柜；冰箱冷冻层	congelador	❄️ 冷冻柜；冰箱冷冻层｜词源：congelar+ -dor｜记忆：冻起来
坏掉的；损坏的	estropeado	⚠️ 坏掉的；损坏的｜例句：un móvil estropeado 坏掉的手机｜词源：来自 estropear｜记忆：出故障
邮箱；信箱	buzón	📮 邮箱；信箱｜例句：buzón de correo 邮箱｜词源：与 buza（开口）相关｜记忆：投信的箱子
小偷；盗贼	ladrón	🥷 小偷；盗贼｜例句：un ladrón de bancos 银行劫匪｜词源：拉丁 latro（强盗）｜记忆：偷东西的人
红绿灯；信号灯	semáforo	🚦 红绿灯；信号灯｜例句：cruzar cuando está verde 绿灯过马路｜词源：希腊 sema+phoros｜记忆：交通信号
羊毛	lana	🐑 羊毛｜例句：un jersey de lana 羊毛毛衣｜词源：拉丁 lana｜记忆：羊身上的毛
棉花	algodón	☁️ 棉花｜例句：camisa de algodón 棉衬衫｜词源：阿拉伯 al-quṭn｜记忆：柔软纤维
格子；画；方格	cuadros	🖼️ 格子；画；方格｜例句：camisa de cuadros 格子衬衫｜词源：来自 cuadro（方形画）｜记忆：方形图案
小车；购物车；推车	carrito	🛒 小车；购物车；推车｜例句：carrito de la compra 购物车｜词源：carro+ -ito｜记忆：小车
篮子；筐	cesta	🧺 篮子；筐｜例句：cesta de mimbre 柳条篮｜词源：拉丁 cista（箱子篮子）｜记忆：装东西的篮子
变瘦；减肥	adelgazar	⚖️ 变瘦；减肥｜例句：quiero adelgazar 我想减肥｜词源：来自 delgado（瘦的）｜记忆：变瘦
创可贴	tirita	🩹 创可贴｜例句：ponerse una tirita 贴创可贴｜词源：西班牙品牌名｜记忆：小伤口保护
行李	equipaje	🧳 行李｜例句：facturar el equipaje 托运行李｜词源：法语 équipage｜记忆：出行带的东西
疫苗	vacuna	💉 疫苗｜例句：ponerse una vacuna 打疫苗｜词源：拉丁 vacca（牛）｜记忆：预防疾病
遮阳伞	sombrilla	☀️ 遮阳伞｜词源：sombra+ -illa｜记忆：制造阴影
潜水员	buceador	🤿 潜水员｜例句：un buceador profesional 专业潜水员｜词源：来自 bucear｜记忆：水下探索
岸边；边缘	orilla	🌊 岸边；边缘｜例句：a la orilla del mar 在海边｜词源：拉丁 ora（边缘）｜记忆：水的边
攀登者	escalador	🧗 攀登者｜词源：escalar+ -dor｜记忆：向上攀爬
门卫；管理员	conserje	🏢 门卫；管理员｜例句：el conserje del hotel 酒店管理员｜词源：法语 concierge｜记忆：管理楼房的人
睡袋	saco de dormir	🏕️ 睡袋｜词源：saco+ dormir｜记忆：睡觉的大袋子
毯子	manta	🛌 毯子｜例句：una manta de lana 羊毛毯｜词源：拉丁 mantum（覆盖物）｜记忆：盖在身上的东西
车道；轨道；泳道	carril	🚗 车道；轨道；泳道｜例句：carril de bicicletas 自行车道｜词源：来自 carro（车）｜记忆：行驶路线
堵塞；交通堵车	atasco	🚗🚗 堵塞；交通堵车｜例句：hay un atasco 堵车了｜词源：来自 atascar｜记忆：动不了
站台	andén	🚉 站台｜例句：esperar en el andén 在站台等｜词源：阿拉伯语相关｜记忆：等车的平台
起飞；分离	despegar	✈️ 起飞；分离｜例句：el avión despega 飞机起飞｜词源：des-+pegar（粘）｜记忆：从地面脱离
降落；着陆	aterrizar	✈️ 降落；着陆｜词源：a-+tierra（土地）｜记忆：回到地面
抵押贷款；房贷	hipoteca	🏠 抵押贷款；房贷｜例句：pagar la hipoteca 还房贷｜词源：希腊 hypothéke（抵押物）｜记忆：房子贷款
海报；告示；招牌	cartel	📌 海报；告示；招牌｜例句：un cartel de cine 电影海报｜词源：意大利 cartello｜记忆：墙上的宣传
小册子；宣传单	folleto	📄 小册子；宣传单｜例句：un folleto turístico 旅游宣传册｜词源：来自 folio（纸页）｜记忆：小型宣传资料
脸颊	mejilla	😊 脸颊｜例句：un beso en la mejilla 脸颊上的吻｜词源：拉丁 maxilla（下颌）｜记忆：脸蛋
下巴	barbilla	👇 下巴｜例句：tener barba en la barbilla 下巴上有胡子｜词源：来自 barba（胡须）｜记忆：嘴下面的位置
眉毛	ceja	👀 眉毛｜例句：levantar las cejas 挑眉｜词源：拉丁 cilium（睫毛眉毛）｜记忆：眼睛上方
睫毛	pestaña	👁️ 睫毛｜例句：pestañas largas 长睫毛｜词源：拉丁 pestanea｜记忆：眼睛的小保护
白发；银发	cana	⚪ 白发；银发｜例句：tener canas 有白头发｜词源：拉丁 canus（白色）｜记忆：变白的头发
失明的；盲人	ciego	🚫👀 失明的；盲人｜例句：una persona ciega 盲人｜词源：拉丁 caecus（瞎的）｜记忆：看不见
聋的；聋人	sordo	🚫👂 聋的；聋人｜例句：un hombre sordo 聋人｜词源：拉丁 surdus（聋的）｜记忆：听不见
哑的；不会说话的	mudo	🤐 哑的；不会说话的｜例句：quedarse mudo 说不出话｜词源：拉丁 mutus（无声的）｜记忆：没有声音
眼泪	lágrima	😢 眼泪｜例句：una lágrima de alegría 喜悦的眼泪｜词源：拉丁 lacrima｜记忆：眼中的水
躺下；倒下	tumbarse	🛏️ 躺下；倒下｜例句：tumbarse en la cama 躺在床上｜词源：来自 tumba（倒下的位置）｜记忆：身体倒下
跳下；扔自己；躺下	tirarse	🏊 跳下；扔自己；躺下｜例句：tirarse al agua 跳入水中｜词源：来自 tirar（扔投）｜记忆：投入某处
打喷嚏	estornudar	🤧 打喷嚏｜例句：estornudar mucho 经常打喷嚏｜词源：拉丁 sternutare｜记忆：阿嚏
安静的；沉默的	callado	🤫 安静的；沉默的｜例句：estar callado 保持沉默｜词源：来自 callar（沉默）｜记忆：不讲话
胆小的；懦弱的人	cobarde	😨 胆小的；懦弱的人｜例句：un acto cobarde 懦弱的行为｜词源：法语 couard｜记忆：害怕面对
小气的；吝啬的	tacaño	💰 小气的；吝啬的｜例句：un hombre tacaño 小气的人｜词源：古西班牙语｜记忆：舍不得花钱
变老；老化	envejecer	⏳ 变老；老化｜例句：envejecer con salud 健康老去｜词源：en-+viejo（老）｜记忆：时间带来的变化
隐形眼镜	lentillas	👁️ 隐形眼镜｜例句：llevar lentillas 戴隐形眼镜｜词源：来自 lente（镜片）｜记忆：小镜片
配偶	cónyuge	💍 配偶｜例句：mi cónyuge 我的配偶｜词源：拉丁 coniux（伴侣）｜记忆：婚姻伴侣
姐夫；妹夫；小舅子	cuñado	👨 姐夫；妹夫；小舅子｜词源：拉丁 cognatus（有亲属关系）｜记忆：婚姻关系中的兄弟
岳父；公公	suegro	👴 岳父；公公｜例句：mi suegro 我的岳父｜词源：拉丁 socer（岳父）｜记忆：配偶的父亲
儿媳	nuera	👩 儿媳｜例句：mi nuera 我的儿媳｜词源：拉丁 nurus（儿媳）｜记忆：儿子的妻子
女婿	yerno	👨 女婿｜例句：mi yerno 我的女婿｜词源：拉丁 gener｜记忆：女儿的丈夫
曾祖父；太爷爷	bisabuelo	👴 曾祖父；太爷爷｜词源：bi-+abuelo｜记忆：再上一代祖父
双胞胎（异卵）	mellizos	👶👶 双胞胎（异卵）｜例句：hermanos mellizos 双胞胎兄弟｜词源：拉丁 gemellus（双生）｜记忆：两个一起出生
责骂；争吵	reñir	😠 责骂；争吵｜例句：reñir a un niño 批评孩子｜词源：拉丁 ringere（争斗）｜记忆：发生冲突
打架；争吵	pelearse	👊 打架；争吵｜例句：pelearse con alguien 和某人吵架｜词源：来自 pelo（头发）｜记忆：冲突
继承	heredar	🏠 继承｜例句：heredar una casa 继承房子｜词源：拉丁 hereditare｜记忆：从上一代获得
遗嘱	testamento	📜 遗嘱｜例句：hacer testamento 立遗嘱｜词源：拉丁 testamentum｜记忆：身后安排
偶然；巧合	casualidad	🎲 偶然；巧合｜例句：por casualidad 偶然地｜词源：拉丁 casus（发生）｜记忆：巧合
洗礼；受洗仪式	bautizo	💧 洗礼；受洗仪式｜词源：希腊 baptizein（浸入水中）｜记忆：宗教仪式
圣餐；第一次圣餐	comunión	⛪ 圣餐；第一次圣餐｜例句：hacer la primera comunión｜词源：拉丁 communio（联合）｜记忆：宗教仪式
圣人；神圣的	santo	✨ 圣人；神圣的｜例句：Día de Santo 名字节｜词源：拉丁 sanctus｜记忆：神圣
饮料；汽水	refresco	🥤 饮料；汽水｜例句：tomar un refresco 喝饮料｜词源：re-+fresco（凉爽）｜记忆：解渴
烈酒；酒类	licor	🍸 烈酒；酒类｜词源：拉丁 liquor（液体）｜记忆：酒
腐烂	pudrirse	🍎 腐烂｜例句：La fruta se pudre. 水果腐烂｜词源：拉丁 putrere｜记忆：变坏
禁食；斋戒	ayunar	🍽️ 禁食；斋戒｜词源：拉丁 ieiunare｜记忆：不进食
开瓶器	sacacorchos	🍷 开瓶器｜词源：sacar+corcho（软木塞）｜记忆：拔瓶塞
软木；瓶塞	corcho	🍾 软木；瓶塞｜词源：拉丁 quercus（橡树）｜记忆：瓶塞
塞子；盖子	tapón	🧴 塞子；盖子｜例句：tapón de botella 瓶盖｜词源：来自 tapar（覆盖）｜记忆：盖住
