pecho	❤️ 胸部；胸口<br>例句：dolor en el pecho 胸痛<br>词源：拉丁 pectus（胸膛）<br>记忆：心脏所在的位置<br>英语：chest / breast
tobillo	🦶 脚踝<br>例句：torcerse el tobillo 扭伤脚踝<br>词源：拉丁 tubellus（小管状物）<br>记忆：脚和腿连接处<br>英语：ankle
mirada	👀 目光；眼神；注视<br>例句：una mirada triste 悲伤的眼神<br>词源：来自 mirar（看）<br>记忆：眼睛传递的信息<br>英语：look / gaze
introvertido	🌱 内向的<br>例句：una persona introvertida 内向的人<br>词源：intro+vertere（转向）<br>记忆：能量向内<br>英语：introverted
vago	😴 懒惰的；模糊的；游手好闲的人<br>例句：un estudiante vago 懒学生<br>词源：拉丁 vagus（漫游的）<br>记忆：不想行动<br>英语：lazy / vague
travieso	😈 淘气的；调皮的<br>例句：un niño travieso 淘气的小孩<br>词源：与 través（穿过）有关<br>记忆：调皮捣蛋<br>英语：naughty / mischievous
arrogante	👑 傲慢的；自大的<br>例句：un hombre arrogante 傲慢的人<br>词源：拉丁 arrogare（擅自占有）<br>记忆：过度自信<br>英语：arrogant
portarse	👤 表现；举止<br>例句：portarse bien 表现好<br>词源：来自 portar（承担）<br>记忆：表现出来的行为<br>英语：behave
tratar	🤝 对待；处理；尝试<br>例句：tratar bien a alguien 善待某人<br>词源：拉丁 tractare（处理）<br>记忆：怎么对待处理<br>英语：treat / deal with / try
varón	👨 男性；男子<br>例句：sexo varón 男性<br>词源：拉丁 varo（强壮男子）<br>记忆：男性<br>英语：male / man
hembra	♀️ 雌性；女性<br>例句：una hembra de león 一头母狮<br>词源：拉丁 femina（女性）<br>记忆：雌性<br>英语：female
burocracia	📄 官僚制度；繁琐手续<br>例句：demasiada burocracia 太多繁琐手续<br>词源：bureau+ kratos（权力）<br>记忆：文件流程<br>英语：bureaucracy
pendientes	✨ 耳环；待处理事项<br>例句：unos pendientes de oro 金耳环<br>词源：来自 pender（悬挂）<br>记忆：挂在耳朵上的东西<br>英语：earrings / pending matters
pulsera	⌚ 手链；手镯<br>例句：una pulsera de plata 银手链<br>词源：来自 pulso（手腕）<br>记忆：手腕上的饰品<br>英语：bracelet
abrazarse	🤗 拥抱彼此<br>例句：se abrazaron al verse 见面时拥抱<br>词源：来自 brazo（手臂）<br>记忆：用手臂抱住<br>英语：hug / embrace
besarse	💋 接吻<br>例句：besarse en la mejilla 亲吻脸颊<br>词源：拉丁 basium（吻）<br>记忆：亲吻<br>英语：kiss
ligar	💘 搭讪；泡妞；建立联系<br>例句：ligar con alguien 和某人搭讪<br>词源：拉丁 ligare（绑连接）<br>记忆：建立连接<br>英语：flirt / hook up
calorías	🔥 卡路里；热量<br>例句：contar calorías 计算卡路里<br>词源：拉丁 calor（热）<br>记忆：热量单位<br>英语：calories
borracho	🍷 醉的；醉汉<br>例句：estar borracho 喝醉了<br>词源：来自葡萄酒皮袋 bota 相关<br>记忆：酒精影响状态<br>英语：drunk / drunkard
resaca	🌊 宿醉；余波<br>例句：tener resaca 宿醉<br>词源：海浪退去后的回流<br>记忆：退潮后的余波<br>英语：hangover / aftermath
marisco	🌊 海鲜<br>例句：marisco fresco 新鲜海鲜<br>词源：拉丁 mare（海）<br>记忆：海里的食物<br>英语：seafood / shellfish
embutido	🌭 腌制肉肠；香肠类<br>例句：embutido español 西班牙腌肉制品<br>词源：来自 embutir（填入）<br>记忆：肉塞进肠衣<br>英语：cured sausage / cold cuts
berenjena	🍆 茄子<br>词源：阿拉伯 bāḏinǧāna<br>记忆：紫色蔬菜<br>英语：eggplant / aubergine
calabacín	🥒 西葫芦<br>词源：来自 calabaza（南瓜）<br>记忆：小南瓜<br>英语：zucchini / courgette
espinacas	🥬 菠菜<br>词源：阿拉伯 isfānāḫ<br>记忆：绿叶菜<br>英语：spinach
guisantes	🟢 豌豆<br>词源：拉丁相关植物名<br>记忆：小绿豆<br>英语：peas
lentejas	🫘 扁豆<br>词源：拉丁 lens lentis<br>记忆：豆类<br>英语：lentils
judías	🫘 豆子；菜豆<br>例句：judías verdes 四季豆<br>词源：与 judío 同形来源<br>记忆：豆子<br>英语：beans
garbanzos	🫘 鹰嘴豆<br>词源：古西班牙语<br>记忆：鹰嘴豆<br>英语：chickpeas
bizcocho	🍰 蛋糕；海绵蛋糕<br>词源：拉丁 bis coctus（烤两次）<br>记忆：松软蛋糕<br>英语：sponge cake
magdalena	🧁 玛德琳蛋糕；小蛋糕<br>词源：法语 madeleine<br>记忆：早餐甜点<br>英语：madeleine / cupcake
costilla	🥩 肋骨；排骨<br>例句：costillas de cerdo 猪排骨<br>词源：来自 costado（侧面）<br>记忆：排骨<br>英语：rib
chuleta	🥩 肉排；猪排<br>词源：法语 chuleta<br>记忆：带骨肉排<br>英语：chop / cutlet
pechuga	🍗 胸肉<br>词源：来自 pecho（胸部）<br>记忆：鸡胸肉<br>英语：breast (meat)
solomillo	🥩 里脊肉<br>词源：solo+lomo（背部肉）<br>记忆：嫩肉部位<br>英语：tenderloin / fillet
cáscara	🥚 外壳；果皮<br>例句：cáscara de huevo 蛋壳<br>词源：拉丁相关词<br>记忆：外面的壳<br>英语：shell / peel
amargo	☕ 苦的<br>例句：café amargo 苦咖啡<br>词源：拉丁 amarus<br>记忆：苦味<br>英语：bitter
soso	😐 淡的；没味道的<br>例句：La sopa está sosa. 汤很淡<br>词源：拉丁 salsus 演变<br>记忆：没味道<br>英语：bland / tasteless
cocer	🍲 煮；烹煮<br>例句：cocer arroz 煮饭<br>词源：拉丁 coquere（煮）<br>记忆：水煮<br>英语：cook / boil
asar	🔥 烤；烧烤<br>例句：asar carne 烤肉<br>词源：拉丁 assare<br>记忆：烤制<br>英语：roast / grill
freír	🍟 油炸<br>例句：freír patatas 炸土豆<br>词源：拉丁 frigere<br>记忆：油炸<br>英语：fry
condimentar	🧂 调味<br>例句：condimentar la carne 给肉调味<br>词源：拉丁 condimentum（调味品）<br>记忆：加调料<br>英语：season
aliñar	🥗 调味；拌沙拉<br>例句：aliñar una ensalada 拌沙拉<br>词源：拉丁 lineare 演变<br>记忆：拌沙拉<br>英语：dress / season
quemarse	🔥 烧伤；烧焦<br>例句：quemarse la mano 烫伤手<br>词源：拉丁 cremare<br>记忆：变热受伤<br>英语：burn
guardería	👶 托儿所；幼儿园<br>词源：guardar+ -ería<br>记忆：看护孩子<br>英语：nursery / daycare
beca	🎓 奖学金<br>例句：tener una beca 获得奖学金<br>词源：拉丁 beccus 相关<br>记忆：学费支持<br>英语：scholarship
carrera	🏃 赛跑；职业；大学专业<br>例句：estudiar una carrera 读大学专业<br>词源：来自 carro（车）<br>记忆：人生道路<br>英语：race / career / degree
folio	📄 纸张；页；文件页<br>例句：un folio de papel 一张纸<br>词源：拉丁 folium（叶子）<br>记忆：像叶子一样的一页纸<br>英语：sheet of paper / page
sueldo	💰 工资；薪水<br>例句：cobrar el sueldo 领取工资<br>词源：拉丁 solidus（古罗马金币）<br>记忆：工作换来的钱<br>英语：salary / wage
huelga	✊ 罢工；停止工作<br>例句：estar en huelga 罢工<br>词源：来自 holgar（休息）<br>记忆：停工抗议<br>英语：strike
bricolaje	🔨 DIY；家庭修理<br>例句：hacer bricolaje 做DIY<br>词源：法语 bricolage<br>记忆：自己动手<br>英语：DIY / home improvement
asiento	🪑 座位；坐席<br>例句：tomar asiento 请坐<br>词源：来自 sentar（拉丁 sedere）<br>记忆：坐下的位置<br>英语：seat
fila	🚶 队伍；排；行<br>例句：hacer fila 排队<br>词源：日耳曼语 fila（线队列）<br>记忆：一排人<br>英语：line / row / queue
árbitro	⚽ 裁判<br>例句：el árbitro del partido 比赛裁判<br>词源：拉丁 arbiter（仲裁者）<br>记忆：判定比赛<br>英语：referee / umpire
perdedor	❌ 失败者；输家<br>例句：el equipo perdedor 输掉的队伍<br>词源：perder+ -dor<br>记忆：输掉的人<br>英语：loser
dado	🎲 骰子<br>例句：tirar los dados 掷骰子<br>词源：拉丁 datum（投出的东西）<br>记忆：游戏骰子<br>英语：die / dice
ficha	🃏 棋子；卡片；资料表<br>例句：ficha de estudiante 学生档案卡<br>词源：法语 fiche<br>记忆：小卡片或棋子<br>英语：token / card / record
locutor	🎙️ 播音员；主持人<br>例句：locutor de radio 电台播音员<br>词源：拉丁 loqui（说话）<br>记忆：负责说话的人<br>英语：announcer / broadcaster
capítulo	📖 章节；一集<br>例句：el primer capítulo 第一章<br>词源：拉丁 capitulum（分段）<br>记忆：一部分内容<br>英语：chapter / episode
contraseña	🔑 密码；暗号<br>例句：introducir la contraseña 输入密码<br>词源：contra+seña（标记）<br>记忆：进入系统的钥匙<br>英语：password
mudanza	📦 搬家；搬迁<br>例句：hacer una mudanza 搬家<br>词源：来自 mudar（改变）<br>记忆：改变住所<br>英语：move / relocation
fregar	🧽 擦洗；洗碗<br>例句：fregar los platos 洗盘子<br>词源：拉丁 fricare（摩擦）<br>记忆：摩擦清洁<br>英语：wash / scrub
barrer	🧹 扫；清扫<br>例句：barrer el suelo 扫地<br>词源：拉丁 verrere（扫）<br>记忆：扫地<br>英语：sweep
cortina	🪟 窗帘；幕布<br>例句：cerrar la cortina 拉窗帘<br>词源：拉丁 cortina<br>记忆：窗边布<br>英语：curtain
espejo	🪞 镜子<br>例句：mirarse en el espejo 照镜子<br>词源：拉丁 speculum<br>记忆：看见自己<br>英语：mirror
congelador	❄️ 冷冻柜；冰箱冷冻层<br>词源：congelar+ -dor<br>记忆：冻起来<br>英语：freezer
estropeado	⚠️ 坏掉的；损坏的<br>例句：un móvil estropeado 坏掉的手机<br>词源：来自 estropear<br>记忆：出故障<br>英语：broken / damaged
buzón	📮 邮箱；信箱<br>例句：buzón de correo 邮箱<br>词源：与 buza（开口）相关<br>记忆：投信的箱子<br>英语：mailbox
ladrón	🥷 小偷；盗贼<br>例句：un ladrón de bancos 银行劫匪<br>词源：拉丁 latro（强盗）<br>记忆：偷东西的人<br>英语：thief
semáforo	🚦 红绿灯；信号灯<br>例句：cruzar cuando está verde 绿灯过马路<br>词源：希腊 sema+phoros<br>记忆：交通信号<br>英语：traffic light
lana	🐑 羊毛<br>例句：un jersey de lana 羊毛毛衣<br>词源：拉丁 lana<br>记忆：羊身上的毛<br>英语：wool
algodón	☁️ 棉花<br>例句：camisa de algodón 棉衬衫<br>词源：阿拉伯 al-quṭn<br>记忆：柔软纤维<br>英语：cotton
cuadros	🖼️ 格子；画；方格<br>例句：camisa de cuadros 格子衬衫<br>词源：来自 cuadro（方形画）<br>记忆：方形图案<br>英语：pictures / checks / squares
carrito	🛒 小车；购物车；推车<br>例句：carrito de la compra 购物车<br>词源：carro+ -ito<br>记忆：小车<br>英语：cart / trolley
cesta	🧺 篮子；筐<br>例句：cesta de mimbre 柳条篮<br>词源：拉丁 cista（箱子篮子）<br>记忆：装东西的篮子<br>英语：basket
adelgazar	⚖️ 变瘦；减肥<br>例句：quiero adelgazar 我想减肥<br>词源：来自 delgado（瘦的）<br>记忆：变瘦<br>英语：lose weight / slim down
tirita	🩹 创可贴<br>例句：ponerse una tirita 贴创可贴<br>词源：西班牙品牌名<br>记忆：小伤口保护<br>英语：plaster / band-aid
equipaje	🧳 行李<br>例句：facturar el equipaje 托运行李<br>词源：法语 équipage<br>记忆：出行带的东西<br>英语：luggage / baggage
vacuna	💉 疫苗<br>例句：ponerse una vacuna 打疫苗<br>词源：拉丁 vacca（牛）<br>记忆：预防疾病<br>英语：vaccine
sombrilla	☀️ 遮阳伞<br>词源：sombra+ -illa<br>记忆：制造阴影<br>英语：parasol / beach umbrella
buceador	🤿 潜水员<br>例句：un buceador profesional 专业潜水员<br>词源：来自 bucear<br>记忆：水下探索<br>英语：diver
orilla	🌊 岸边；边缘<br>例句：a la orilla del mar 在海边<br>词源：拉丁 ora（边缘）<br>记忆：水的边<br>英语：shore / edge
escalador	🧗 攀登者<br>词源：escalar+ -dor<br>记忆：向上攀爬<br>英语：climber
conserje	🏢 门卫；管理员<br>例句：el conserje del hotel 酒店管理员<br>词源：法语 concierge<br>记忆：管理楼房的人<br>英语：concierge / caretaker
saco de dormir	🏕️ 睡袋<br>词源：saco+ dormir<br>记忆：睡觉的大袋子<br>英语：sleeping bag
manta	🛌 毯子<br>例句：una manta de lana 羊毛毯<br>词源：拉丁 mantum（覆盖物）<br>记忆：盖在身上的东西<br>英语：blanket
carril	🚗 车道；轨道；泳道<br>例句：carril de bicicletas 自行车道<br>词源：来自 carro（车）<br>记忆：行驶路线<br>英语：lane / track
atasco	🚗🚗 堵塞；交通堵车<br>例句：hay un atasco 堵车了<br>词源：来自 atascar<br>记忆：动不了<br>英语：traffic jam / blockage
andén	🚉 站台<br>例句：esperar en el andén 在站台等<br>词源：阿拉伯语相关<br>记忆：等车的平台<br>英语：platform
despegar	✈️ 起飞；分离<br>例句：el avión despega 飞机起飞<br>词源：des-+pegar（粘）<br>记忆：从地面脱离<br>英语：take off / detach
aterrizar	✈️ 降落；着陆<br>词源：a-+tierra（土地）<br>记忆：回到地面<br>英语：land
hipoteca	🏠 抵押贷款；房贷<br>例句：pagar la hipoteca 还房贷<br>词源：希腊 hypothéke（抵押物）<br>记忆：房子贷款<br>英语：mortgage
cartel	📌 海报；告示；招牌<br>例句：un cartel de cine 电影海报<br>词源：意大利 cartello<br>记忆：墙上的宣传<br>英语：poster / sign
folleto	📄 小册子；宣传单<br>例句：un folleto turístico 旅游宣传册<br>词源：来自 folio（纸页）<br>记忆：小型宣传资料<br>英语：brochure / leaflet
mejilla	😊 脸颊<br>例句：un beso en la mejilla 脸颊上的吻<br>词源：拉丁 maxilla（下颌）<br>记忆：脸蛋<br>英语：cheek
barbilla	👇 下巴<br>例句：tener barba en la barbilla 下巴上有胡子<br>词源：来自 barba（胡须）<br>记忆：嘴下面的位置<br>英语：chin
ceja	👀 眉毛<br>例句：levantar las cejas 挑眉<br>词源：拉丁 cilium（睫毛眉毛）<br>记忆：眼睛上方<br>英语：eyebrow
pestaña	👁️ 睫毛<br>例句：pestañas largas 长睫毛<br>词源：拉丁 pestanea<br>记忆：眼睛的小保护<br>英语：eyelash
cana	⚪ 白发；银发<br>例句：tener canas 有白头发<br>词源：拉丁 canus（白色）<br>记忆：变白的头发<br>英语：gray hair
ciego	🚫👀 失明的；盲人<br>例句：una persona ciega 盲人<br>词源：拉丁 caecus（瞎的）<br>记忆：看不见<br>英语：blind
sordo	🚫👂 聋的；聋人<br>例句：un hombre sordo 聋人<br>词源：拉丁 surdus（聋的）<br>记忆：听不见<br>英语：deaf
mudo	🤐 哑的；不会说话的<br>例句：quedarse mudo 说不出话<br>词源：拉丁 mutus（无声的）<br>记忆：没有声音<br>英语：mute / dumb
lágrima	😢 眼泪<br>例句：una lágrima de alegría 喜悦的眼泪<br>词源：拉丁 lacrima<br>记忆：眼中的水<br>英语：tear
tumbarse	🛏️ 躺下；倒下<br>例句：tumbarse en la cama 躺在床上<br>词源：来自 tumba（倒下的位置）<br>记忆：身体倒下<br>英语：lie down
tirarse	🏊 跳下；扔自己；躺下<br>例句：tirarse al agua 跳入水中<br>词源：来自 tirar（扔投）<br>记忆：投入某处<br>英语：jump / throw oneself
estornudar	🤧 打喷嚏<br>例句：estornudar mucho 经常打喷嚏<br>词源：拉丁 sternutare<br>记忆：阿嚏<br>英语：sneeze
callado	🤫 安静的；沉默的<br>例句：estar callado 保持沉默<br>词源：来自 callar（沉默）<br>记忆：不讲话<br>英语：quiet / silent
cobarde	😨 胆小的；懦弱的人<br>例句：un acto cobarde 懦弱的行为<br>词源：法语 couard<br>记忆：害怕面对<br>英语：coward / cowardly
tacaño	💰 小气的；吝啬的<br>例句：un hombre tacaño 小气的人<br>词源：古西班牙语<br>记忆：舍不得花钱<br>英语：stingy / mean
envejecer	⏳ 变老；老化<br>例句：envejecer con salud 健康老去<br>词源：en-+viejo（老）<br>记忆：时间带来的变化<br>英语：age / grow old
lentillas	👁️ 隐形眼镜<br>例句：llevar lentillas 戴隐形眼镜<br>词源：来自 lente（镜片）<br>记忆：小镜片<br>英语：contact lenses
cónyuge	💍 配偶<br>例句：mi cónyuge 我的配偶<br>词源：拉丁 coniux（伴侣）<br>记忆：婚姻伴侣<br>英语：spouse
cuñado	👨 姐夫；妹夫；小舅子<br>词源：拉丁 cognatus（有亲属关系）<br>记忆：婚姻关系中的兄弟<br>英语：brother-in-law
suegro	👴 岳父；公公<br>例句：mi suegro 我的岳父<br>词源：拉丁 socer（岳父）<br>记忆：配偶的父亲<br>英语：father-in-law
nuera	👩 儿媳<br>例句：mi nuera 我的儿媳<br>词源：拉丁 nurus（儿媳）<br>记忆：儿子的妻子<br>英语：daughter-in-law
yerno	👨 女婿<br>例句：mi yerno 我的女婿<br>词源：拉丁 gener<br>记忆：女儿的丈夫<br>英语：son-in-law
